llave_estudiante,nombre_estudiante,apellido_paterno,apellido_materno,genero,edad,llave_generacion
927,CARMEN SILVIA,ULATE,SAUZA,M,18,5
928,ALVARO ANTONIO,HINOJO,ARPERO,H,18,6
929,NORA LIZETH,MONTO,ZOTEA,M,19,4
930,YAMEL,BARBA,,M,20,1
931,SERGIO SAMUEL,ANASTASIO,RAMIRO,H,22,1
932,ABUNDIO,RENAUD,VILLADA,H,17,10
933,FAUSTO ARTURO,ARIZMENDI,,H,20,1
934,EDUARDA,VILLASEOR,ACUA,M,20,2
935,NORMA VIRGINIA,LISEA,GAETA,M,21,8
936,ELVIRA ELIZABETH,GRANADA,NAFFATE,M,20,10
937,ARELI,SILLER,CHEPILLO,H,18,4
938,JAHIR,AYUP,,H,20,10
939,MANUEL ANTONIO,BEATO,HUCHIN,H,23,3
940,RAFAEL ALEJANDRO,ALEJANDREZ,CONZUELO,H,21,7
941,DELIA AURORA,TORRONTEGUI,TRUEBA,M,20,5
942,MAYDA,MINGUER,,M,21,1
943,SADIA,DEL ANGEL,XANTZIN,M,17,8
944,PEDRO EMMANUEL,TLACHI,,H,19,6
945,JOSE ELIGIO,ABAROA,YOPIHUA,H,20,7
946,ANALIDIA,AYERDE,FERMIN,M,21,1
947,JUAN MIGUEL,BAUELOS,,H,22,2
948,MARLEY,SABANERO,,M,17,6
949,IVAN DANIEL,MALLOZZI,,H,20,10
950,DORA MARIA,LOW,ALMERAYA,M,20,8
951,ISAAC,TZINTZUN,EDGAR,H,19,6
952,PEDRO MIGUEL,LOAIZA,GUMERCINDO,H,20,3
953,ROBISEL,CONFESOR,TUDON,H,18,7
954,MIGUEL GUILLERMO,BADACHI,ROBERTOS,H,20,7
955,MARIA ANDREA,PADRON,,M,21,8
956,MANUELA GUADALUPE,ALAMAN,,M,20,7
957,MARIA FELIPA,OVANDO,MAGDALENA,M,21,2
958,YUBANI,ARIZMENDI,HADAD,M,20,1
959,SERGIO ROGELIO,CATZIN,QUETZ,H,22,10
960,JOSE ERASMO,KAUIL,ELIAS,H,17,7
961,OLGA ISABEL,COCOM,ZALDIVAR,M,18,11
962,JAVIER ARMANDO,OSTOA,XICOHTENCATL,H,18,1
963,MARIA MANUELA,Y KU,,M,18,8
964,PAOLA GUADALUPE,FARCIERT,RAFAELA,M,23,2
965,NANCY JACQUELINE,MORGA,QUIAHUA,M,20,11
966,CESILIO,TZOMPANTZI,,H,21,3
967,HECTOR RAFAEL,ISIORDIA,M,H,22,2
968,OLIVIA GUADALUPE,CEDEO,,M,22,10
969,EDGAR MOISES,TEVILLO,MAROTO,H,21,11
970,RAFAEL MARTIN,CANIZALES,,H,21,10
971,ANCELMA,ASTORGA,,M,19,6
972,FRANCISCO BERNARDO,LUISA,ZUMAYA,H,20,2
973,ELLIOT,PALMER,RIVAS,H,22,9
974,EUGENIA PATRICIA,CASANOVA,LONGARES,M,17,4
975,SERGIO IGNACIO,CUATRA,BERNA,H,21,11
976,GERARDO IGNACIO,MENESES,SOLACHE,H,22,3
977,PAULA GUADALUPE,CABRIALES,,M,22,6
978,SERGIO GONZALO,DE LA MORA,SAVEDRA,H,20,11
979,PERLA LETICIA,POPOCA,ZAMARRIPA,M,20,2
980,VICTORINA,BRACHO,PARDENILLA,M,21,11
981,JUANA ELVIA,PAGAZA,LAGUNEZ,M,18,5
982,CLISERIA,CARRAZCO,ARENAS,M,19,10
983,NARDA,YEH,CERVIN,M,22,1
984,HUBEL,TREVIO,BENICIO,H,22,8
985,ROSA JOSEFINA,Y SALAZAR,,M,17,4
986,JULIO RENE,LIBORIO,PLANTILLAS,H,17,6
987,BLANCA NORA,MARICHE,TRONCOSO,M,18,5
988,FRANCISCO TOMAS,NORATO,VARA,H,23,9
989,JAZMIN ELIZABETH,VADILLO,,M,21,3
990,MA ELVIRA,TURRIZA,,M,19,7
991,DANIEL ISAAC,CERNAS,COLMENERO,H,23,1
992,VERONICA FABIOLA,BACIO,MASSE,M,22,6
993,OSCAR JAIME,CANACASCO,LERDO,H,20,9
994,LAURA NOEMI,JIMON,AMPARAN,M,22,7
995,ELISA DEL CARMEN,TAPIA,TRENADO,M,21,2
996,JORGE EUGENIO,CEQUERA,MADERA,H,24,5
997,ENMANUEL,GUERRERO,GALAVIS,H,17,2
998,ELIZARDO,ESPIRITU,CHEW,H,21,8
999,DULCE JESUS,CASTANON,RIZO,M,19,3
1000,MA.MAGDALENA,VILLARELLO,CHIM,M,20,9
1001,FELIPE FERNANDO,BARQUERA,PION,H,21,2
1002,MARIELA DEL ROSARIO,LEMUZ,TOVAR,M,19,8
1003,CARLOS PAUL,BILBAO,TRIANA,H,19,4
1004,PEDRO MIGUEL,ZENDEJAS,ROQUEI,H,13,11
1005,JORGE HORACIO,DEHESA,ZMERY,H,21,6
1006,FATIMA DEL CARMEN,ALBAVERA,CHIM,M,21,1
1007,MARTA OLIVIA,POPOMEYA,AVENDAO,M,20,5
1008,PAOLA MARCELA,CLAUDIO,TEPOXTECO,M,18,8
1009,ADRIAN ALEJANDRO,CANCHOLA,ANTUANO,H,18,1
1010,TABITA,TUT,ARRIAGA,M,20,5
1011,VERONICA ELENA,SEPTIMO,AYERDE,M,22,7
1012,ADALILIA,DEL POZO,LACARRIERE,M,17,8
1013,AMARILIS,MONTAO,CARDELL,M,21,3
1014,DAVID ISAAC,MIRAMONTES,CONDE,H,18,9
1015,MARIA AMPARO,ARGUMEDO,RUBIN,M,19,6
1016,MARTE,MIAN,CUADROS,H,19,11
1017,MARIA REBECA,SALITRE,LARRAGA,M,20,11
1018,JESUS ROBERTO,ORDOEZ,NUNO,H,22,8
1019,SINAHI,DYCK,MATLA,M,19,3
1020,NANCY LETICIA,BURCIAGA,MIAM,M,17,11
1021,BLANCA E,ARCOS,CRESPO,M,23,9
1022,MOISES DE JESUS,SALDATE,HUERTERO,H,18,8
1023,SERGIO JAIR,MEDECIGO,ALMONTES,H,18,10
1024,JUDITH ROCIO,INURRETA,,M,20,2
1025,ROSINELA,ZACAMECAHUA,ANZUREZ,M,21,7
1026,MARIA VIANEY,CARRANZA,PERETE,M,18,10
1027,MARIA ROS,ELIZARRARAS,LABASTIDA,M,22,1
1028,JOSE FREDDY,TOLENTINO,LECONA,H,18,4
1029,LAURA ROCIO,PROCOPIO,ERAZO,M,16,10
1030,MA. ANGELICA,CURIEL,CALZONCIT,M,23,6
1031,ZITLALI,CASTRELLON,LEAL,M,23,6
1032,JULIO GUADALUPE,SALMERON,,H,19,7
1033,MIRELDA,ANDAZOLA,Y TUN,M,21,9
1034,EUGENIO,COLLI,,H,22,7
1035,NORMA ELSA,VERGIL,ISAAC,M,23,10
1036,EDGAR IGNACIO,BARRUETA,NIEBLAS,H,19,2
1037,FRANCISCO SALVADOR,DIMAYUGA,HESIQUIO,H,22,1
1038,LAURA IVETH,HUBBARD,APODACA,M,18,7
1039,IVAN ALEJANDRO,GIL,MONFEDA,H,20,1
1040,HECTOR GUSTAVO,DOMINGUEZ,MAGA,H,20,4
1041,CHRISTIAN JAVIER,ANGUIS,VALOR,H,19,2
1042,ELIZABETH CARMEN,MELO,CALLES,M,21,3
1043,IRMA ESTHELA,ZAVALZA,FLEITES,M,21,5
1044,SAGRARIO GUADALUPE,WOOLFOLK,,M,21,8
1045,EPIFANIO,DOSAL,CUATECONTZI,H,22,9
1046,HERNAN FRANCISCO,DE LA PAZ,,H,19,6
1047,ERASTO,CHIW,,H,22,8
1048,JUAN MOISES,GARZON,SARRICOLEA,H,20,11
1049,MARTIN,ZEVADA,MARMOLEJO,H,20,1
1050,MACEDONIO,MEDELLIN,,H,18,11
1051,JHONNY,FLOR,HDEZ,H,20,4
1052,EMERIT,ARRIOLA,ONTHE,H,18,11
1053,MARIA ENRIQUETA,ORTUO,MORAILA,M,22,6
1054,ADRIANO,PESINA,BUENDIA,H,21,5
1055,LUZ ORALIA,TEQUIHUATLE,ENGUILO,M,20,1
1056,GABRIEL MARTIN,NORMA,CASTUERA,H,15,7
1057,SOLEDAD DOLORES,NOVIA,RADILLA,M,18,8
1058,NOE GUADALUPE,CATETE,AISPURO,H,21,2
1059,JOSE DAMIAN,BENDITO,OLMOS,H,19,10
1060,GUILIBALDO,BOLON,ARGUETA,H,19,6
1061,MAXIMO,OMAA,ARVIZU,H,23,8
1062,MARIA LORENA,ATANASIO,ARRAMBIDE,M,19,5
1063,MARTHA OLGA,ORELLANA,,M,18,2
1064,CAIN,ALDAZABA,PANDURO,H,22,10
1065,MARTHA MARICELA,HUAPE,,M,22,4
1066,ARTURO JESUS,CHAVOYA,CEQUERA,H,21,10
1067,ELENA ISABEL,JMNEZ,SURIANO,M,21,10
1068,GUMERCINDA,ORTUNO,,M,18,7
1069,JESUS ALVARO,NARCIZO,BURELA,H,18,7
1070,FRANCISCO M,ONTIVEROS,,H,20,6
1071,MARIO ISRAEL,CALLEROS,BARLANDAS,H,21,7
1072,JESUS EUGENIO,VILLAESCUSA,ESPINOZA DE LOS MONTEROS,H,21,10
1073,GUSTAVO ENRIQUE,TOTO,LECHUGA,H,15,10
1074,LETICIA LAURA,BELTRAN DEL RIO,TENIENTE,M,19,7
1075,SAMUEL EDUARDO,MILLA,AVELEYRA,H,18,1
1076,ITAHI,BETO,CRESPO,M,18,10
1077,CUSTODIO,CHIGUIL,IZUCAR,H,21,1
1078,MALU,SAINZ,,M,19,11
1079,JOSE FRANCISCO,CARREOLA,CAMINO,H,20,3
1080,MA CLEOTILDE,CESPEDES,ALDAMA,M,17,6
1081,ISMAEL,URDIALES,CAMPECH,H,19,3
1082,YEZENIA,CARPENA,,M,23,11
1083,GRACIELA ELENA,MOSHAN,CELIO,M,22,9
1084,MA DE JESUS,CONSOSPO,CHOY,M,19,6
1085,OWEN,VERONICA,OSTI,H,19,6
1086,DARIO,TEOMITZI,ACERO,H,20,2
1087,PLACIDO,OLANO,GOYCOCHEA,H,20,2
1088,ALDO JOSE,X,FARINA,H,21,3
1089,LILIA ANA,ISASSI,HAW,M,22,9
1090,JESUS MOISES,LLARENA,MEZQUITA,H,23,3
1091,MA ADRIANA,ALAMOS,JARAMILLO,M,22,6
1092,CLARA ELENA,MELENDREZ,,M,17,6
1093,CLAUDIA ENRIQUETA,Y DOMINGUEZ,ALCALDE,M,22,5
1094,LUIS DANIEL,GASTELU,NUEZ,H,22,8
1095,WALTER DANIEL,ORTUO,MANZO,H,19,6
1096,ETZEL,BALLARDO,ARONTES,M,19,11
1097,JUAN HECTOR,ZITLALAPA,LIERAS,H,19,1
1098,LUIS SAUL,FLEITES,FIALLO,H,18,2
1099,NEIVA,MIS,AVENDANO,M,19,3
1100,JUAN UBALDO,BAZUA,VILLAFRANCA,H,18,4
1101,GEORGINA VERONICA,COSTENO,ULBARAN,M,22,5
1102,BERTHA LUZ,LARRAGA,MARIO,M,21,4
1103,NELLY,CEDEO,ALCAIDE,M,24,11
1104,GLORIA ESPERANZA,COCIO,OLANO,M,22,2
1105,ROBERTA,CORALES,LANDEROS,M,19,7
1106,SANDRA IRASEMA,OROZCO,,M,23,2
1107,USIEL,FLORENCIO,BARRAS,H,18,1
1108,SERGIO ALFREDO,TAVIRA,,H,20,5
1109,JOSE RENE,CERVANTEZ,RENERO,H,20,10
1110,ISAIAS RAFAEL,BAROCIO,CHAVOLLA,H,20,6
1111,NESTOR ADRIAN,LAINEZ,,H,19,7
1112,ALMA BLANCA,DONDIEGO,SOJO,M,19,8
1113,J ENCARNACION,REMBAO,VITAL,H,17,3
1114,SERAPIA,BUENOSAIRES,BUELNA,M,18,2
1115,JUAN EFREN,AYONA,HUIPE,H,20,11
1116,FRANCISCO ADALBERTO,ARROYO,MEZQUITIC,H,21,10
1117,HERNANDEZ,DIRCIO,GALUE,H,20,2
1118,GEMA ALEJANDRA,LEGORRETA,,M,11,2
1119,JUAN DAVID,REALZOLA,BRENIS,H,19,9
1120,EUDELIA,MOTTU,REMEDIOS,M,21,5
1121,ANA MARIA DOLORES,BASAEZ,,M,20,9
1122,KEREN,SIU,MARTHA,M,17,10
1123,HAYDE GUADALUPE,BARCENAS,ZARCO,M,20,2
1124,LISBETH,ESQUILIANO,LUEVANOS,M,21,2
1125,DIANA DENISSE,LINDERO,,M,21,5
1126,BLANCA MIRIAM,LORENZO,MACAL,M,22,11
1127,LOURDES SUSANA,TETLACUILO,,M,21,6
1128,JUAN MANUEL,GUICHO,,H,21,7
1129,BLANCA ESPERANZA,CHIW,CANTO,M,20,8
1130,RUBEN ANGEL,ESPINOBARROS,ZULOAGA,H,17,11
1131,MONICA ARACELY,LASSO,BATAZ,M,18,5
1132,SANDRA IRENE,CUCURACHI,RUEDAS,M,19,10
1133,ANA DEL CARMEN,PIVARAL,,M,20,5
1134,DORA MARIA,ZOTEA,SILVAR,M,22,3
1135,JOSE JUSTINO,OCHOA,SIARUQUI,H,20,3
1136,DANIELA BERENICE,CHIU,PEAFORT,M,19,8
1137,ROBERTO,BARNET,,M,17,11
1138,TANIA DEL CARMEN,XOCHITEMOL,ZI,M,20,7
1139,MA. MATILDE,TORRESCANO,,M,23,9
1140,ALTAGRACIA,ESPIRITU,QUIJAS,M,21,8
1141,HECTOR SAUL,PRIOR,BALANDRAN,H,21,8
1142,MARIA SANDRA,TORNES,BARCEINAS,M,23,5
1143,EDGAR ADOLFO,CHITICA,ZANELLA,H,21,8
1144,GORGONIO,MEXIA,QUITL,H,25,7
1145,JESUS EMILIO,TITLA,BALLARDO,H,16,4
1146,GEMA GABRIELA,ENCINA,PRIANTE,M,22,10
1147,RAUL FELIPE,CARLOCK,TANORI,H,22,8
1148,RUBEN GERARDO,ARENIVAR,,H,21,1
1149,IMELDO,PARRAGUIRRE,IXBA,H,23,8
1150,ANTONIO ERNESTO,NEGRETE,SIRENO,H,18,3
1151,LUIS EDGAR,SANTIBAEZ,SALDAA,H,20,3
1152,JESUS IGNACIO,CARRIZO,TECORRAL,H,22,11
1153,WBALDO,JAIN,CANTERO,H,19,9
1154,LAURA ERIKA,ENRIQUE,PANDURO,M,23,11
1155,JORGE ABRAHAM,SAVIN,,H,17,5
1156,MARTHA AMELIA,RAZ,RUIZ,M,21,5
1157,AIDE ELIZABETH,ALFARO,LARIZ,M,22,1
1158,BIANEY,BOLAOS,MONTEALEGRE,M,20,8
1159,SANDRA JUANA,BRISEO,PENATE,M,20,8
1160,LUIS ALONSO,CURTIDOR,DE LUNA,H,20,6
1161,REYNA ESTELA,ERIVES,PERUYERO,M,23,11
1162,YADIRA DE LOS ANGELES,TLAIXCO,MERAZA,M,23,7
1163,LIZANDRO,ZARCO,SERENA,H,17,11
1164,ANDREA MAGDALENA,HERAS,LORA,M,15,10
1165,ANGEL ALFREDO,DE ROBLES,DECUIR,H,23,11
1166,JUANA VERONICA,COX,VECINO,M,19,6
1167,PAOLA,RIANO,AMPARO,M,16,3
1168,ERIKA FRANCISCA,SANCEN,MOLAR,M,20,1
1169,MANUEL ADRIAN,FAYAD,Y MAY,H,22,3
1170,URIBE,SANTIBAEZ,,H,22,6
1171,MIRNA ESTHER,YEZ,SAM,M,18,3
1172,HIRAM,VAQUERO,BACAB,H,20,2
1173,J JORGE,SOLORZANO,,H,21,9
1174,JORGE LEONEL,AVENDANO,SACRAMENTO,H,21,4
1175,EDWARD,DESILOS,,H,22,10
1176,ENEAS,OYARZABAL,LEOS,H,17,5
1177,EDITH ESTHER,MOGOLLON,LUMBRERAS,M,23,9
1178,MARTHA ALI,VALDEZ,IUIT,M,19,7
1179,ELVA CECILIA,YADO,ASTELLO,M,18,4
1180,JORGE ISRAEL,FLORIN,BAIZA,H,20,3
1181,ERNESTO ALEJANDRO,SESEA,LOZORNIO,H,21,6
1182,JHONNY,NAKATURO,VIZUET,H,18,11
1183,MARTHA CECIL,GOROZTIETA,,M,24,3
1184,EDGAR OSWALDO,SENDEJAS,,H,20,3
1185,EDITH ROCIO,MALAGON,DE LA SERNA,M,20,11
1186,SILVIA GEORGINA,NOXPANCO,ORDOEZ,M,19,9
1187,ARTURO MANUEL,TROLLE,,H,18,7
1188,RUTH ADRIANA,ARROYOS,MEXQUITITLA,M,22,9
1189,GILDA MARIA,YLLESCAS,CASTILLEJOS,M,21,3
1190,MARIA DEL CO,CHEVEZ,TLATEMPA,M,19,3
1191,MONICA TERESA,ESQUINCA,ORGAZ,M,22,1
1192,JAVIER IVAN,IRABIEN,MINJARES,H,22,8
1193,ANA MERCEDES,STGO,,M,19,4
1194,JOSE REYNALDO,GALLARZO,,H,21,4
1195,ROMMEL,APREZA,ARANZUBIA,H,18,9
1196,ADRIANA EUGENIA,BALCON,BUJANOS,M,17,6
1197,MARIA DE LA SALUD,PIA,,M,22,3
1198,MARIA GREGORIA,CHAMU,VENOSA,M,21,9
1199,EROS,RODULFO,CANDILA,H,23,1
1200,RAUL JAVIER,EXZACARIAS,HIRALES,H,20,7
1201,EDUARDO ALBERTO,VIRGINIA,ARDAVIN,H,20,8
1202,RUTILIO,COLLOY,ANDRADE,H,19,2
1203,WALDEMAR,GUMERCINDO,URUENA,H,21,11
1204,ESTRELLA,GOYCOCHEA,VILLALOVOS,M,20,6
1205,LUIS LEONARDO,MACIN,,H,21,10
1206,FRANCISCO MANUEL,ARREGUI,,H,21,3
1207,PABLO JOSE,ESQUINCA,TLALPA,H,22,3
1208,SILVIA BERENICE,CANDIDO,GRAILLET,M,22,9
1209,FRANCISCO JOEL,VILLAFAA,PARRAZAL,H,21,3
1210,ALCIRA,MERAZ,,M,20,2
1211,SERGIO GERARDO,COCOTLE,,H,20,9
1212,MARIA NALLELY,RAMIRES,CANDIDO,M,23,2
1213,GUADALUPE ROSARIO,ORGANIS,,M,19,2
1214,ADAIR,URBIETA,GALLARZO,H,18,6
1215,JESUS EMMANUEL,CLAUDIA,CLAUDIA,H,19,7
1216,NESTOR ALONSO,NOSTROZA,MARTINON,H,19,11
1217,DAVID GERARDO,APAEZ,AMBROS,H,22,9
1218,MANUEL OCTAVIO,CASPETA,Y VAZQUEZ,H,19,7
1219,JUAN JOSE LUIS,BERTRUY,,H,23,11
1220,EUDOXIO,SILERIO,AMA,H,20,6
1221,XOCHITL ADRIANA,REQUENA,CUESY,M,20,7
1222,GLORIA ELVIA,CALOCA,SALDAA,M,20,6
1223,WENCESLAO,SALDAA,DOURIET,H,20,1
1224,ALBA SUSANA,BANCHEZ,HUMARAN,M,22,4
1225,PEDRO FABIAN,NOVIA,FIOL,H,20,6
1226,FRANKLIN,VIELMA,,H,18,5
1227,LIDIA ELVIRA,CRISANTE,FREGOSO,M,22,11
1228,MARIA CONCEPCIO,BAZUA,,M,20,8
1229,GABRIELA MARLENE,VALDIVIEZO,,M,21,2
1230,ERIKA DENISSE,ZAPIEN,LA,M,21,8
1231,MARIO GERARDO,VIZUET,LLERA,H,23,5
1232,CLAUDIA PALOMA,MOSCO,YAHUITL,M,22,3
1233,JOSE ISMAEL,MIAM,AGANZA,H,23,4
1234,CARMEN GABRIELA,BENAVIDEZ,,M,20,4
1235,ADRIAN GUADALUPE,TECOCOATZI,JUSTO,H,21,11
1236,LUIS VLADIMIR,CASCO,CUXIM,H,21,9
1237,MARTINA OLIVIA,GALBRAITH,,M,19,8
1238,ANGEL SALVADOR,SANTIBAEZ,REYNOZO,H,20,4
1239,JERARDO,CASAUX,RAMREZ,H,21,5
1240,JUAN MAN,ORAMAS,NOYA,H,19,6
1241,LEONARDO ALBERTO,OLIVO,JOSEFA,H,19,6
1242,JOSE LUIZ,ROSILES,,H,22,1
1243,RENE EDUARDO,SOJO,URAGA,H,24,4
1244,JUANA ESTHELA,RECOBA,VENAVIDES,M,18,4
1245,MARINO,VIZUET,,H,20,6
1246,FRANCISCO JAVIE,CONCEPCION,EVODIO,H,18,2
1247,DAVID ALBERTO,DELOYA,ZOZAYA,H,19,10
1248,MANUEL ROBERTO,REDUCINDO,AVENDANO,H,17,3
1249,OMAR GUADALUPE,FLETES,URBIETA,H,24,3
1250,ROSEMBERG,ASUNCION,VELELA,H,21,10
1251,ELIO,OLEA,,H,19,5
1252,RUBEN EDUARDO,MICHACA,ROSSAINZ,H,23,2
1253,CESAR ARIEL,ALQUICIREZ,BARJAU,H,18,1
1254,LAURA RAQUEL,PERCASTRE,SANTIUSTE,M,21,8
1255,EMELIO,MIRAMON,GIBERT,H,19,3
1256,GRACIELA MARIBEL,CIGARROA,ESTILLADO,M,19,2
1257,ELMAR,SALA,HAW,H,20,5
1258,MIRIAM AZUCENA,MERAZ,,M,21,3
1259,MONICA FRANCISCA,XACA,MATLA,M,20,5
1260,MA DEL RAYO,CASTAEDA,LARIOS,M,19,6
1261,JULIA ROSA,ROVIRA,MONFORTE,M,21,8
1262,FABIOLA ALEJANDRA,ESCALON,CUAUHTECATL,M,23,10
1263,RUPERTO,ALAYOLA,QUINTOS,H,23,2
1264,OLGA BERENICE,TESILLO,GAUNA,M,22,8
1265,ROSENDO,TEJEDOR,PERALTA,H,22,3
1266,EDGAR GERARDO,VILLAVICENCIO,REYES,H,20,6
1267,BENJAMIN,GERON,ROSSO,H,21,10
1268,CRECENCIO,SUASTEGUI,BALADO,H,24,11
1269,RENE MARTIN,VALDEMAR,DEL PARDO,H,20,8
1270,EDNA BERENICE,BLE,HERNNADEZ,M,18,4
1271,HILDA OFELIA,MOGUEL,CHABOLLA,M,23,10
1272,FREDDY ARMANDO,PINALES,TAX,H,23,10
1273,MOISES ABRAHAM,VALDEPEA,BAREO,H,16,11
1274,MIRIAM ROSARIO,CANDANEDO,SERGIO,M,18,4
1275,YOLANDA EDITH,BALON,SELEM,M,19,2
1276,JESUS JORGE,MONARREZ,ARONIA,H,20,4
1277,GUADALUPE ESPERANZA,CUEN,,M,22,8
1278,YARIELA,LAVALLE,CECILIA,M,22,8
1279,DAVID,SANCHEZ DE LA VEGA,CALTEMPA,H,20,5
1280,WILIAN,SAMPEDRO,GABIA,H,16,7
1281,MA ESTELA,ABAM,VALE,M,20,6
1282,BLANCA NOHEMI,OCEGUEDA,BARZALOBRE,M,16,6
1283,LUIS REYNALDO,ANGEL,HIGUERA,H,20,3
1284,ELIANA,CAVERO,CUNA,M,21,6
1285,REMBERTO,CUBILLAS,SARA,H,19,4
1286,ANA MAYRA,CASTELLANOS,,M,18,10
1287,ALBERTO CARLOS,ESCORZA,PECH,H,19,4
1288,RITA VERONICA,BLAS,DE LA O,M,18,3
1289,LEONOR ALICIA,RAZURA,,M,20,9
1290,NANCY GEORGINA,FANG,SUAZO,M,20,10
1291,JESUS MARTIN,CUAHUTLE,DE FELIPE,H,20,5
1292,FRANCISCO RICARDO,PERAZA,DE SANTOS,H,16,7
1293,JOSE ELEAZAR,DIEZ,,H,21,1
1294,FERNANDO ALFREDO,CERVIN,INDA,H,20,9
1295,LOURDES DEL SOCORRO,NOGALES,,M,20,11
1296,MARTIN GUSTAVO,SOUZA,VALDOVINO,H,19,4
1297,CONCEPCION,TEROS,,H,20,5
1298,VICTOR GERARDO,ABNAL,NOGUEIRA,H,19,10
1299,BLANCA ALEJANDRA,SAM,AMILPA,M,16,1
1300,JOSE LORETO,ELVIRO,ICO,H,20,11
1301,MILTON CARLOS,VAQUERA,SARAVIA,H,20,10
1302,GLORIA YOLANDA,SEBA,CAMBRANIS,M,18,8
1303,FLOR ISELA,MUOZ,PEREZVARGAS,M,19,9
1304,JOSE DE LOS ANGELES,RICARDI,VIEDMA,H,19,6
1305,JOSE LUI,JARQUIN,FONTES,H,23,8
1306,JESUS IGNACIO,LEPEZ,,H,17,4
1307,CONSUELO,ROMAN,CANTERA,M,18,8
1308,GUSTAVO RAMON,JAMAICA,FLORES,H,21,6
1309,JOSE MARIANO,ROARO,VINDIOLA,H,20,9
1310,JOSE REFUGIO,SOJO,PIA,H,22,4
1311,PEDRO JESUS,FLIX,GALAZ,H,22,6
1312,JUAN RAUL,SIMON,BARROZO,H,19,7
1313,PEDRO FERNANDO,VERDIN,,H,18,4
1314,MONICA GISELA,SEGOBIA,,M,23,9
1315,RAFAEL GUADALUPE,LAMAS,NORZAGARAY,H,19,10
1316,VENANCIA,TENA,PEDROTE,M,21,5
1317,MANUEL JOSE,DEMA,,H,18,9
1318,LEONOR ELENA,MATU,NUCAMENDI,M,17,1
1319,USIEL,MEZETA,GAVARAIN,H,19,4
1320,PERLA JAZMIN,WALKER,,M,18,5
1321,LIZBETH ALICIA,HONORATO,PORTILLO,M,21,5
1322,PASCACIO,PERPULY,CHAPOL,H,21,2
1323,MARIA GRICELDA,BUENFIL,KUK,M,24,11
1324,ELITANIA,ASSAD,,M,18,4
1325,JOSE CARMEN,OREA,CASARIN,H,18,11
1326,NANCY ANGELICA,BASS,VILLATORO,M,19,8
1327,RICARDO OMAR,COYOTZI,,H,21,9
1328,ABUNDIA,Y,CUADRIELLO,M,20,2
1329,MARIA GUILLER,CINCO,MORUA,M,19,4
1330,LUZ,ESPADAS,SONDA,H,21,7
1331,CLAUDIA VIOLETA,SANTIESTEBAN,FARINA,M,20,3
1332,SERGIO HUMBERTO,IRIARTE,COTONIETO,H,23,2
1333,JUAN ALEJANDRO,CAMPORREDONDO,CALZADILLA,H,18,10
1334,JAYME,CABALLERO,GALLEGO,H,20,1
1335,DELICIA,CEBRIAN,ALMUINA,M,22,9
1336,MAYELA,AZTATZI,PALOMARES,M,17,6
1337,MARGARITA SOFIA,TORQUEMADA,CARRAL,M,22,9
1338,ELISABETH,VIDANA,CARDOZO,M,21,1
1339,ANA MINERVA,FELIPE,GARDUO,M,19,2
1340,RUTH ELENA,ZERMENO,,M,18,1
1341,MARCELO,TEPEC,IIGUEZ,H,21,1
1342,MA DEL ROSARIO,LOCIA,BOCARANDO,M,23,9
1343,CENOVIO,ALANUZA,ACUA,H,20,1
1344,HUGO MIGUEL,FLORENCIA,RETES,H,22,8
1345,SUSANA ANGELICA,DE ROBLES,,M,23,3
1346,RAMON LUIS,CARAZA,LONG,H,20,5
1347,ROSA BEATRIZ,VILLALANA,BARRAZA,M,18,11
1348,CONSTANCIA,TURRUBIATE,BORBOLLA,M,21,7
1349,MONICA PATRICIA,BARROSO,LOREDO,M,21,6
1350,BEATRIZ AURORA,TRANQUILINO,MARQUES,M,18,10
1351,RICARDO LUIS,VERDUZCO,ARMEAGA,H,20,3
1352,JOSE LIBRADO,ALCOSER,JORDAN,H,18,5
1353,OSCAR JESUS,MELIN,NIO,H,21,11
1354,ROSA CLARA,MAGAA,MARAON,M,20,8
1355,ARACELI,DRAGUSTINOVIS,ACOPA,M,19,1
1356,MARCOS GERARDO,ALEJANDRI,FENTANEZ,H,21,5
1357,JORGE MARTIN,BARUCH,ESTALA,H,24,5
1358,YGNACIO,NOVIA,LIZAOLA,H,18,9
1359,CLARA ROSA,TOQUIANTZI,ALDRETE,M,23,4
1360,RANULFO,POMPA,HINOJOS,H,20,6
1361,GERARDO FROYLAN,SOBRINO,LOPEZ PORTILLO,H,21,4
1362,ARMIN,LOZOLLA,DEVORA,H,20,7
1363,MARIA ALEJ,GUEREQUE,HERBERTH,M,20,1
1364,MARIA DEL JESUS,LILI,AVIA,M,21,8
1365,TEODOSIO,CASIO,PACIO,H,18,2
1366,JOSE JESU,RIAO,,H,20,6
1367,OSCAR XAVIER,CILIA,SOL,H,19,7
1368,PAVEL,MALTA,MAR,H,22,5
1369,JOSUE JAVIER,LICON,HERNNDEZ,H,20,10
1370,SILVIO,PICASO,ASIAIN,H,16,5
1371,CRUZ DEL CARMEN,VLEESCHOWER,GALENO,M,19,8
1372,GUILIBALDO,MOROYOQUI,SEDEO,H,20,5
1373,PEDRO ANGEL,NEGREROS,MATEHUALA,H,19,11
1374,JOEL ALEJANDRO,ANDAZOLA,VICTORIO,H,20,9
1375,ENEDELIA,TARANGO,SERRET,M,18,3
1376,JOSE ELIGIO,MARITANO,ZUAZUA,H,19,1
